,length,min_row,min_col,max_row,max_col
1,40.0,1680,944,1705,951
2,26.0,1792,1098,1794,1124
3,36.0,1793,2210,1795,2246
4,35.0,1832,6180,1861,6193
5,25.0,1915,5889,1937,5902
6,52.0,1929,5462,1962,5484
7,25.0,2301,6166,2305,6188
8,39.0,2367,2848,2401,2869
9,24.0,2557,6165,2561,6186
10,23.0,2813,6168,2818,6185
11,20.0,2815,6146,2816,6166
12,37.0,2877,4352,2914,4354
13,24.0,2918,4352,2942,4353
14,37.0,3041,5621,3068,5627
15,49.0,3069,6158,3074,6198
16,24.0,3263,5120,3287,5121
17,21.0,3327,6161,3329,6182
18,46.0,3581,6146,3584,6185
19,39.0,3684,6004,3693,6043
20,20.0,3839,6173,3840,6193
21,40.0,4095,6146,4096,6186
22,61.0,4349,6150,4352,6192
23,23.0,4481,4608,4504,4609
24,30.0,4586,5782,4599,5798
25,43.0,4605,6146,4608,6179
26,29.0,4863,6166,4864,6195
27,38.0,5451,1806,5453,1844
28,24.0,5451,3184,5453,3208
29,44.0,5889,1440,5891,1484
30,21.0,6750,5632,6771,5633
31,38.0,7167,6167,7169,6205
32,24.0,7258,5632,7282,5633
33,20.0,7423,6192,7424,6212
34,23.0,7425,4169,7427,4192
35,50.0,7935,6160,7936,6210
36,44.0,8191,6167,8192,6211
37,23.0,8345,5376,8368,5377
38,21.0,8430,4462,8442,4474
39,56.0,8447,6146,8448,6202
40,23.0,8642,4608,8665,4609
41,41.0,8959,6155,8961,6196
42,33.0,9215,6157,9217,6190
43,24.0,9217,4870,9220,4892
44,60.0,9471,6146,9472,6206
45,47.0,9621,6148,9644,6181
46,22.0,9669,4624,9685,4634
47,35.0,9688,4055,9712,4073
48,22.0,9693,4608,9704,4625
49,20.0,9874,4761,9885,4771
50,66.0,9981,6146,9984,6203
51,31.0,10010,1015,10041,1022
52,29.0,10076,2716,10093,2732
