,length,min_row,min_col,max_row,max_col
1,45.0,4045,7959,4073,7978
2,18.0,4069,7809,4082,7818
3,27.0,4089,7020,4095,7044
4,12.0,4193,4364,4195,4376
5,11.0,4261,4352,4267,4360
6,21.0,4343,7567,4351,7582
7,22.0,4353,6570,4355,6592
8,13.0,4362,6574,4365,6587
9,13.0,4486,7424,4493,7434
10,26.0,4581,3043,4583,3069
11,33.0,4609,5789,4614,5820
12,16.0,4619,7441,4626,7451
13,12.0,4640,7429,4646,7438
14,14.0,4665,5888,4679,5889
15,14.0,4865,6535,4867,6549
16,15.0,4865,6553,4875,6560
17,11.0,4969,5376,4980,5377
18,14.0,4979,5639,4983,5653
19,22.0,5121,6150,5123,6172
20,12.0,5186,3685,5188,3697
21,17.0,5217,5236,5223,5247
22,17.0,5253,4608,5270,4609
23,15.0,5262,6838,5265,6853
24,17.0,5278,7433,5286,7446
25,11.0,5284,7424,5295,7425
26,21.0,5356,4257,5362,4278
27,15.0,5377,5610,5378,5625
28,11.0,5459,5888,5470,5889
29,16.0,5533,7451,5542,7466
30,11.0,5543,4264,5545,4275
31,14.0,5579,4264,5582,4278
32,11.0,5783,3328,5794,3329
33,12.0,5815,3345,5820,3356
34,11.0,5824,4158,5828,4169
35,21.0,5882,5240,5888,5261
36,15.0,5889,4631,5892,4646
37,14.0,5975,4352,5983,4361
38,12.0,6104,5649,6108,5661
39,21.0,6230,4100,6249,4115
40,18.0,6233,3058,6241,3071
41,11.0,6288,7680,6299,7681
42,12.0,6301,7680,6313,7682
43,18.0,6305,7439,6310,7455
44,11.0,6306,7179,6310,7190
45,14.0,6551,7194,6556,7208
46,15.0,6553,7434,6557,7449
47,14.0,6561,3584,6574,3589
48,13.0,6570,7680,6580,7688
49,16.0,6585,5794,6589,5810
50,11.0,6654,7814,6656,7825
51,14.0,6717,4147,6722,4161
52,15.0,6747,5562,6752,5574
53,12.0,6839,6947,6841,6959
54,17.0,6842,6153,6846,6170
55,13.0,6910,3915,6912,3928
56,16.0,6987,7204,6991,7220
57,12.0,7028,4608,7040,4609
58,35.0,7160,7111,7168,7135
59,14.0,7166,6257,7168,6271
60,11.0,7266,5233,7270,5244
61,18.0,7340,4864,7351,4875
62,13.0,7348,3328,7361,3329
63,25.0,7361,7085,7370,7108
64,19.0,7372,4864,7383,4871
65,15.0,7425,4531,7428,4544
66,18.0,7589,7087,7593,7105
67,20.0,7602,7314,7610,7334
68,27.0,7681,7087,7684,7113
69,12.0,7698,7091,7701,7103
70,29.0,8171,4037,8173,4066
71,51.0,8292,7007,8294,7058
72,12.0,8790,7740,8795,7752
73,17.0,9047,7306,9049,7323
74,16.0,9051,3918,9053,3934
75,15.0,9099,6034,9102,6049
76,11.0,9217,6478,9219,6489
77,14.0,9217,6491,9220,6503
78,13.0,9310,7560,9317,7568
79,31.0,9315,5912,9324,5934
80,14.0,9317,7577,9320,7591
81,11.0,9342,3830,9349,3839
82,12.0,9342,7209,9346,7221
83,11.0,9347,7584,9349,7595
84,15.0,9378,3937,9380,3952
85,25.0,9572,5456,9577,5481
86,17.0,9591,3905,9596,3922
87,34.0,9605,3072,9639,3073
88,15.0,9646,3919,9649,3934
89,12.0,9668,4181,9670,4193
90,15.0,9707,4180,9712,4195
91,20.0,9720,5002,9728,5013
92,30.0,9946,7993,9966,8018
93,18.0,9968,5900,9978,5911
94,17.0,9985,7172,9987,7189
95,13.0,9999,3813,10004,3822
96,19.0,10395,3295,10413,3305
97,20.0,10414,3286,10434,3295
98,48.0,10879,3535,10920,3541
99,35.0,11208,5079,11214,5103
100,26.0,11225,4373,11245,4382
101,29.0,11248,4376,11264,4386
102,19.0,11777,6846,11780,6865
103,14.0,11879,6481,11893,6488
104,13.0,12034,5104,12047,5110
105,15.0,12035,5149,12048,5154
106,34.0,12042,3874,12076,3877
107,18.0,12137,3342,12155,3350
108,19.0,12275,5643,12282,5661
